cdf,model_execution_e2e,replica
0.85,46.99674474344797,1
0.86,49.90296094906744,1
0.87,51.93960867681227,1
0.88,55.15148501578211,1
0.89,57.402336358126036,1
0.9,62.18337446314682,1
0.91,66.02871165769999,1
0.92,71.52824018719001,1
0.93,77.48582420931882,1
0.9400000000000001,82.2774445492424,1
0.9500000000000001,87.36537231979938,1
0.96,92.76793077851428,1
0.97,98.5045762687935,1
0.98,102.52476099560886,1
0.99,108.86475589332444,1
1.0,115.59680764552783,1
0.0,7.614220887373002,2
0.01,7.614220887373002,2
0.02,7.614220887373002,2
0.03,7.614220887373002,2
0.04,7.614220887373002,2
0.05,7.614220887373002,2
0.06,7.614220887373002,2
0.07,7.614220887373002,2
0.08,7.614220887373002,2
0.09,7.614220887373002,2
0.1,7.614220887373002,2
0.11,7.614220887373002,2
0.12,7.768043531562354,2
0.13,7.768043531562354,2
0.14,7.924973703917148,2
0.15,7.924973703917148,2
0.16,7.924973703917148,2
0.17,7.924973703917148,2
0.18,8.085074182784162,2
0.19,8.085074182784162,2
0.2,8.085074182784162,2
0.21,8.085074182784162,2
0.22,8.085074182784162,2
0.23,8.085074182784162,2
0.24,8.085074182784162,2
0.25,8.085074182784162,2
0.26,8.585044419912528,2
0.27,8.585044419912528,2
0.28,8.585044419912528,2
0.29,8.585044419912528,2
0.3,8.585044419912528,2
0.31,8.585044419912528,2
0.32,8.758479660718843,2
0.33,8.758479660718843,2
0.34,9.30009239720775,2
0.35000000000000003,9.30009239720775,2
0.36,9.30009239720775,2
0.37,9.30009239720775,2
0.38,9.30009239720775,2
0.39,9.30009239720775,2
0.4,9.487973051696795,2
0.41000000000000003,9.487973051696795,2
0.42,9.487973051696795,2
0.43,9.487973051696795,2
0.44,9.679649274963399,2
0.45,9.679649274963399,2
0.46,9.679649274963399,2
0.47000000000000003,9.679649274963399,2
0.48,9.679649274963399,2
0.49,9.679649274963399,2
0.5,9.679649274963399,2
0.51,9.679649274963399,2
0.52,9.679649274963399,2
0.53,9.679649274963399,2
0.54,9.87519774516468,2
0.55,10.074696689511441,2
0.56,10.074696689511441,2
0.5700000000000001,10.074696689511441,2
0.58,10.485866843149292,2
0.59,10.485866843149292,2
0.6,10.485866843149292,2
0.61,10.485866843149292,2
0.62,10.485866843149292,2
0.63,10.485866843149292,2
0.64,10.485866843149292,2
0.65,10.485866843149292,2
0.66,10.485866843149292,2
0.67,22.875222481777087,2
0.68,24.289795823965004,2
0.6900000000000001,24.78049876990369,2
0.7000000000000001,25.281114906669426,2
0.71,25.281114906669426,2
0.72,25.791844500743554,2
0.73,26.312891864394942,2
0.74,26.84446543741302,2
0.75,27.386777870492075,2
0.76,27.940046110299996,2
0.77,28.504491486265653,2
0.78,29.080339799119507,2
0.79,29.66782141122293,2
0.8,30.267171338722385,2
0.81,30.878629345565244,2
0.8200000000000001,31.50244003941505,2
0.8300000000000001,32.13885296950424,2
0.84,32.788122726463925,2
0.85,33.45050904417027,2
0.86,34.12627690364846,2
0.87,34.8156966390757,2
0.88,35.51904404592572,2
0.89,36.96865302647569,2
0.9,37.71549450175803,2
0.91,39.254745374189746,2
0.92,40.85681640262316,2
0.93,42.52427141344339,2
0.9400000000000001,43.38334760361396,2
0.9500000000000001,46.06611613466682,2
0.96,47.946173930184294,2
0.97,50.91110157430113,2
0.98,52.98889370058625,2
0.99,57.402336358126036,2
1.0,62.18337446314682,2
0.0,7.463444236137893,3
0.01,7.463444236137893,3
0.02,7.463444236137893,3
0.03,7.463444236137893,3
0.04,7.463444236137893,3
0.05,7.463444236137893,3
0.06,7.614220887373002,3
0.07,7.614220887373002,3
0.08,7.614220887373002,3
0.09,7.614220887373002,3
0.1,7.614220887373002,3
0.11,7.614220887373002,3
0.12,7.614220887373002,3
0.13,8.935418643763667,3
0.14,8.935418643763667,3
0.15,8.935418643763667,3
0.16,8.935418643763667,3
0.17,8.935418643763667,3
0.18,8.935418643763667,3
0.19,9.115932151718487,3
0.2,9.115932151718487,3
0.21,9.115932151718487,3
0.22,9.115932151718487,3
0.23,9.115932151718487,3
0.24,9.115932151718487,3
0.25,9.30009239720775,3
0.26,9.30009239720775,3
0.27,9.30009239720775,3
0.28,9.30009239720775,3
0.29,9.30009239720775,3
0.3,9.30009239720775,3
0.31,9.30009239720775,3
0.32,9.30009239720775,3
0.33,9.30009239720775,3
0.34,9.30009239720775,3
0.35000000000000003,9.30009239720775,3
0.36,9.30009239720775,3
0.37,9.30009239720775,3
0.38,9.30009239720775,3
0.39,9.487973051696795,3
0.4,9.679649274963399,3
0.41000000000000003,9.679649274963399,3
0.42,9.679649274963399,3
0.43,9.679649274963399,3
0.44,9.87519774516468,3
0.45,10.074696689511441,3
0.46,10.074696689511441,3
0.47000000000000003,22.422247779167638,3
0.48,24.78049876990369,3
0.49,25.281114906669426,3
0.5,25.791844500743554,3
0.51,26.312891864394942,3
0.52,26.84446543741302,3
0.53,27.386777870492075,3
0.54,27.940046110299996,3
0.55,28.504491486265653,3
0.56,28.504491486265653,3
0.5700000000000001,29.080339799119507,3
0.58,29.66782141122293,3
0.59,30.267171338722385,3
0.6,30.878629345565244,3
0.61,30.878629345565244,3
0.62,31.50244003941505,3
0.63,32.13885296950424,3
0.64,32.788122726463925,3
0.65,32.788122726463925,3
0.66,33.45050904417027,3
0.67,34.12627690364846,3
0.68,34.8156966390757,3
0.6900000000000001,34.8156966390757,3
0.7000000000000001,35.51904404592572,3
0.71,36.236600491297956,3
0.72,36.96865302647569,3
0.73,36.96865302647569,3
0.74,37.71549450175803,3
0.75,38.47742368361173,3
0.76,39.254745374189746,3
0.77,40.047770533264284,3
0.78,40.85681640262316,3
0.79,42.52427141344339,3
0.8,43.38334760361396,3
0.81,45.15391581516847,3
0.8200000000000001,46.06611613466682,3
0.8300000000000001,47.946173930184294,3
0.84,49.90296094906744,3
0.85,50.91110157430113,3
0.86,51.93960867681227,3
0.87,54.0593764016082,3
0.88,56.26565643024235,3
0.89,58.561979516876065,3
0.9,59.74504981014625,3
0.91,62.18337446314682,3
0.92,64.72121241695345,3
0.93,67.36262502452222,3
0.9400000000000001,68.72348613612871,3
0.9500000000000001,71.52824018719001,3
0.96,72.97325514046656,3
0.97,75.95145145269865,3
0.98,79.05119439536568,3
0.99,83.93961514619681,3
1.0,87.36537231979938,3
0.0,7.614220887373002,4
0.01,7.614220887373002,4
0.02,7.614220887373002,4
0.03,7.614220887373002,4
0.04,7.614220887373002,4
0.05,7.614220887373002,4
0.06,7.614220887373002,4
0.07,7.768043531562354,4
0.08,7.768043531562354,4
0.09,7.768043531562354,4
0.1,7.768043531562354,4
0.11,7.768043531562354,4
0.12,7.924973703917148,4
0.13,8.085074182784162,4
0.14,8.085074182784162,4
0.15,8.085074182784162,4
0.16,8.085074182784162,4
0.17,8.085074182784162,4
0.18,8.085074182784162,4
0.19,8.085074182784162,4
0.2,8.085074182784162,4
0.21,8.085074182784162,4
0.22,8.085074182784162,4
0.23,8.085074182784162,4
0.24,8.085074182784162,4
0.25,8.085074182784162,4
0.26,8.085074182784162,4
0.27,8.085074182784162,4
0.28,8.085074182784162,4
0.29,8.085074182784162,4
0.3,8.085074182784162,4
0.31,8.085074182784162,4
0.32,8.085074182784162,4
0.33,8.2484090147596,4
0.34,8.2484090147596,4
0.35000000000000003,8.2484090147596,4
0.36,8.2484090147596,4
0.37,8.2484090147596,4
0.38,8.2484090147596,4
0.39,8.2484090147596,4
0.4,8.2484090147596,4
0.41000000000000003,8.2484090147596,4
0.42,8.2484090147596,4
0.43,8.2484090147596,4
0.44,8.2484090147596,4
0.45,8.2484090147596,4
0.46,8.2484090147596,4
0.47000000000000003,8.2484090147596,4
0.48,8.2484090147596,4
0.49,8.2484090147596,4
0.5,8.2484090147596,4
0.51,8.2484090147596,4
0.52,8.2484090147596,4
0.53,8.2484090147596,4
0.54,8.2484090147596,4
0.55,8.2484090147596,4
0.56,8.2484090147596,4
0.5700000000000001,8.2484090147596,4
0.58,8.415043540310299,4
0.59,8.415043540310299,4
0.6,8.415043540310299,4
0.61,8.415043540310299,4
0.62,8.415043540310299,4
0.63,8.415043540310299,4
0.64,8.415043540310299,4
0.65,8.415043540310299,4
0.66,8.415043540310299,4
0.67,8.415043540310299,4
0.68,8.415043540310299,4
0.6900000000000001,8.415043540310299,4
0.7000000000000001,8.415043540310299,4
0.71,8.415043540310299,4
0.72,8.415043540310299,4
0.73,8.415043540310299,4
0.74,8.415043540310299,4
0.75,8.415043540310299,4
0.76,8.415043540310299,4
0.77,8.415043540310299,4
0.78,21.97824287264948,4
0.79,23.337348188479655,4
0.8,23.808809768044906,4
0.81,24.289795823965004,4
0.8200000000000001,24.289795823965004,4
0.8300000000000001,24.78049876990369,4
0.84,25.281114906669426,4
0.85,25.791844500743554,4
0.86,26.312891864394942,4
0.87,26.84446543741302,4
0.88,27.386777870492075,4
0.89,27.940046110299996,4
0.9,28.504491486265653,4
0.91,29.080339799119507,4
0.92,29.66782141122293,4
0.93,30.267171338722385,4
0.9400000000000001,30.878629345565244,4
0.9500000000000001,32.13885296950424,4
0.96,32.788122726463925,4
0.97,34.12627690364846,4
0.98,36.236600491297956,4
0.99,38.47742368361173,4
1.0,43.38334760361396,4
0.0,7.463444236137893,5
0.01,7.463444236137893,5
0.02,7.463444236137893,5
0.03,7.463444236137893,5
0.04,7.463444236137893,5
0.05,7.463444236137893,5
0.06,7.614220887373002,5
0.07,7.614220887373002,5
0.08,7.614220887373002,5
0.09,7.614220887373002,5
0.1,7.614220887373002,5
0.11,7.614220887373002,5
0.12,7.614220887373002,5
0.13,7.614220887373002,5
0.14,7.614220887373002,5
0.15,7.614220887373002,5
0.16,7.614220887373002,5
0.17,7.614220887373002,5
0.18,7.614220887373002,5
0.19,7.614220887373002,5
0.2,7.614220887373002,5
0.21,7.614220887373002,5
0.22,7.614220887373002,5
0.23,7.614220887373002,5
0.24,7.614220887373002,5
0.25,7.614220887373002,5
0.26,7.614220887373002,5
0.27,7.614220887373002,5
0.28,7.614220887373002,5
0.29,7.614220887373002,5
0.3,7.614220887373002,5
0.31,7.614220887373002,5
0.32,7.614220887373002,5
0.33,7.614220887373002,5
0.34,7.614220887373002,5
0.35000000000000003,7.768043531562354,5
0.36,7.768043531562354,5
0.37,7.768043531562354,5
0.38,7.768043531562354,5
0.39,7.768043531562354,5
0.4,7.768043531562354,5
0.41000000000000003,7.768043531562354,5
0.42,7.768043531562354,5
0.43,7.768043531562354,5
0.44,7.768043531562354,5
0.45,7.768043531562354,5
0.46,7.768043531562354,5
0.47000000000000003,7.768043531562354,5
0.48,8.2484090147596,5
0.49,8.585044419912528,5
0.5,8.585044419912528,5
0.51,8.585044419912528,5
0.52,8.758479660718843,5
0.53,8.758479660718843,5
0.54,8.758479660718843,5
0.55,8.758479660718843,5
0.56,8.758479660718843,5
0.5700000000000001,8.758479660718843,5
0.58,9.30009239720775,5
0.59,9.30009239720775,5
0.6,9.30009239720775,5
0.61,9.30009239720775,5
0.62,9.30009239720775,5
0.63,9.30009239720775,5
0.64,9.30009239720775,5
0.65,9.30009239720775,5
0.66,9.30009239720775,5
0.67,9.487973051696795,5
0.68,9.487973051696795,5
0.6900000000000001,9.487973051696795,5
0.7000000000000001,9.487973051696795,5
0.71,9.487973051696795,5
0.72,9.487973051696795,5
0.73,9.487973051696795,5
0.74,9.487973051696795,5
0.75,9.487973051696795,5
0.76,9.487973051696795,5
0.77,22.422247779167638,5
0.78,23.808809768044906,5
0.79,24.289795823965004,5
0.8,24.78049876990369,5
0.81,25.281114906669426,5
0.8200000000000001,25.791844500743554,5
0.8300000000000001,26.312891864394942,5
0.84,26.84446543741302,5
0.85,27.386777870492075,5
0.86,28.504491486265653,5
0.87,29.080339799119507,5
0.88,29.66782141122293,5
0.89,29.66782141122293,5
0.9,30.267171338722385,5
0.91,30.878629345565244,5
0.92,31.50244003941505,5
0.93,32.788122726463925,5
0.9400000000000001,33.45050904417027,5
0.9500000000000001,34.8156966390757,5
0.96,35.51904404592572,5
0.97,36.96865302647569,5
0.98,38.47742368361173,5
0.99,41.682206632979195,5
1.0,46.99674474344797,5
0.0,7.924973703917148,6
0.01,7.924973703917148,6
0.02,7.924973703917148,6
0.03,7.924973703917148,6
0.04,7.924973703917148,6
0.05,7.924973703917148,6
0.06,7.924973703917148,6
0.07,7.924973703917148,6
0.08,7.924973703917148,6
0.09,8.085074182784162,6
0.1,8.085074182784162,6
0.11,8.085074182784162,6
0.12,8.085074182784162,6
0.13,8.085074182784162,6
0.14,8.085074182784162,6
0.15,8.085074182784162,6
0.16,8.085074182784162,6
0.17,8.085074182784162,6
0.18,8.085074182784162,6
0.19,8.085074182784162,6
0.2,8.085074182784162,6
0.21,8.085074182784162,6
0.22,8.085074182784162,6
0.23,8.085074182784162,6
0.24,8.085074182784162,6
0.25,8.415043540310299,6
0.26,8.415043540310299,6
0.27,8.415043540310299,6
0.28,8.415043540310299,6
0.29,8.415043540310299,6
0.3,8.415043540310299,6
0.31,8.415043540310299,6
0.32,8.415043540310299,6
0.33,8.415043540310299,6
0.34,8.415043540310299,6
0.35000000000000003,8.415043540310299,6
0.36,8.585044419912528,6
0.37,8.585044419912528,6
0.38,8.585044419912528,6
0.39,8.585044419912528,6
0.4,8.585044419912528,6
0.41000000000000003,8.585044419912528,6
0.42,8.585044419912528,6
0.43,8.585044419912528,6
0.44,8.585044419912528,6
0.45,8.585044419912528,6
0.46,8.585044419912528,6
0.47000000000000003,8.585044419912528,6
0.48,8.585044419912528,6
0.49,8.585044419912528,6
0.5,8.585044419912528,6
0.51,8.585044419912528,6
0.52,8.585044419912528,6
0.53,8.585044419912528,6
0.54,8.585044419912528,6
0.55,8.585044419912528,6
0.56,8.585044419912528,6
0.5700000000000001,8.585044419912528,6
0.58,8.758479660718843,6
0.59,8.758479660718843,6
0.6,8.935418643763667,6
0.61,8.935418643763667,6
0.62,8.935418643763667,6
0.63,9.115932151718487,6
0.64,9.115932151718487,6
0.65,9.115932151718487,6
0.66,9.115932151718487,6
0.67,9.115932151718487,6
0.68,9.115932151718487,6
0.6900000000000001,9.487973051696795,6
0.7000000000000001,9.487973051696795,6
0.71,9.487973051696795,6
0.72,9.487973051696795,6
0.73,21.116435486210914,6
0.74,23.808809768044906,6
0.75,24.289795823965004,6
0.76,24.78049876990369,6
0.77,25.281114906669426,6
0.78,25.791844500743554,6
0.79,25.791844500743554,6
0.8,26.312891864394942,6
0.81,26.84446543741302,6
0.8200000000000001,27.386777870492075,6
0.8300000000000001,27.940046110299996,6
0.84,28.504491486265653,6
0.85,29.080339799119507,6
0.86,29.66782141122293,6
0.87,30.267171338722385,6
0.88,30.878629345565244,6
0.89,31.50244003941505,6
0.9,32.13885296950424,6
0.91,33.45050904417027,6
0.92,34.12627690364846,6
0.93,34.8156966390757,6
0.9400000000000001,35.51904404592572,6
0.9500000000000001,36.236600491297956,6
0.96,37.71549450175803,6
0.97,39.254745374189746,6
0.98,41.682206632979195,6
0.99,45.15391581516847,6
1.0,50.91110157430113,6
0.0,8.2484090147596,7
0.01,8.2484090147596,7
0.02,8.2484090147596,7
0.03,8.2484090147596,7
0.04,8.2484090147596,7
0.05,8.2484090147596,7
0.06,8.2484090147596,7
0.07,8.2484090147596,7
0.08,8.2484090147596,7
0.09,8.2484090147596,7
0.1,8.2484090147596,7
0.11,8.2484090147596,7
0.12,8.2484090147596,7
0.13,8.415043540310299,7
0.14,8.415043540310299,7
0.15,8.415043540310299,7
0.16,9.115932151718487,7
0.17,9.115932151718487,7
0.18,9.30009239720775,7
0.19,9.30009239720775,7
0.2,9.30009239720775,7
0.21,9.30009239720775,7
0.22,9.30009239720775,7
0.23,9.30009239720775,7
0.24,9.30009239720775,7
0.25,9.30009239720775,7
0.26,9.30009239720775,7
0.27,9.30009239720775,7
0.28,9.30009239720775,7
0.29,9.30009239720775,7
0.3,9.30009239720775,7
0.31,9.30009239720775,7
0.32,9.30009239720775,7
0.33,9.30009239720775,7
0.34,9.30009239720775,7
0.35000000000000003,9.30009239720775,7
0.36,9.30009239720775,7
0.37,9.30009239720775,7
0.38,9.30009239720775,7
0.39,9.30009239720775,7
0.4,9.30009239720775,7
0.41000000000000003,9.30009239720775,7
0.42,9.30009239720775,7
0.43,9.679649274963399,7
0.44,9.679649274963399,7
0.45,9.87519774516468,7
0.46,9.87519774516468,7
0.47000000000000003,9.87519774516468,7
0.48,10.074696689511441,7
0.49,10.074696689511441,7
0.5,20.6982882488602,7
0.51,23.808809768044906,7
0.52,24.289795823965004,7
0.53,25.281114906669426,7
0.54,25.791844500743554,7
0.55,26.312891864394942,7
0.56,26.84446543741302,7
0.5700000000000001,27.386777870492075,7
0.58,27.940046110299996,7
0.59,28.504491486265653,7
0.6,29.080339799119507,7
0.61,29.66782141122293,7
0.62,30.267171338722385,7
0.63,30.878629345565244,7
0.64,31.50244003941505,7
0.65,32.13885296950424,7
0.66,32.788122726463925,7
0.67,33.45050904417027,7
0.68,34.12627690364846,7
0.6900000000000001,34.8156966390757,7
0.7000000000000001,35.51904404592572,7
0.71,36.236600491297956,7
0.72,36.96865302647569,7
0.73,37.71549450175803,7
0.74,38.47742368361173,7
0.75,39.254745374189746,7
0.76,40.047770533264284,7
0.77,40.85681640262316,7
0.78,41.682206632979195,7
0.79,42.52427141344339,7
0.8,44.25977886833345,7
0.81,45.15391581516847,7
0.8200000000000001,46.99674474344797,7
0.8300000000000001,48.91478350453145,7
0.84,50.91110157430113,7
0.85,51.93960867681227,7
0.86,54.0593764016082,7
0.87,55.15148501578211,7
0.88,57.402336358126036,7
0.89,60.952020513381534,7
0.9,62.18337446314682,7
0.91,66.02871165769999,7
0.92,67.36262502452222,7
0.93,70.11183939140405,7
0.9400000000000001,72.97325514046656,7
0.9500000000000001,75.95145145269865,7
0.96,79.05119439536568,7
0.97,80.64818822153468,7
0.98,82.2774445492424,7
0.99,85.63536494713009,7
1.0,90.93094205022686,7
