Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_e2e_time_normalized,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_prefill_tokens_cached,request_num_decode_tokens,request_pd_ratio,request_num_restarts,request_arrived_at,replica,__source__
85,67.214047,0.112775,26.169081,0.043908,26.169081,0.043908,0.0,41.044966,26.169081,0.043908,41.730728,0.003704,0.685763,6.1e-05,0.042757,0.047182,11861.0,11265.0,512.0,596.0,18.901007,0.0,38.263975,2,branch_B
86,55.203359,0.152495,14.146954,0.03908,14.146954,0.03908,0.0,41.056406,14.146954,0.03908,41.331183,0.00818,0.274777,5.4e-05,0.038321,0.640714,5415.0,5053.0,512.0,362.0,13.958564,0.0,38.904689,2,branch_B
87,64.20631,0.138376,23.213783,0.05003,23.213783,0.05003,0.0,40.992527,23.213783,0.05003,44.57671,0.001031,3.584184,8.3e-05,0.042305,0.309834,43698.0,43234.0,512.0,464.0,93.176724,0.0,39.214523,2,branch_B
88,46.118523,1.356427,1.687487,0.049632,1.687487,0.049632,0.0,44.431036,1.687487,0.049632,45.113479,0.004097,0.682443,6.2e-05,0.02956,0.087934,11046.0,11012.0,512.0,34.0,323.882353,0.0,39.302458,2,branch_B
89,67.279956,0.136748,22.547993,0.045829,22.547993,0.045829,0.0,44.731963,22.547993,0.045829,45.605675,0.003228,0.873712,6.2e-05,0.044053,0.347619,14620.0,14128.0,512.0,492.0,28.715447,0.0,39.650077,2,branch_B
90,76.395927,0.139155,30.909161,0.056301,30.909161,0.056301,0.0,45.486765,30.909161,0.056301,49.943965,0.000991,4.4572,8.8e-05,0.048182,0.082621,50963.0,50414.0,512.0,549.0,91.82878,0.0,39.732698,2,branch_B
91,70.245945,0.15965,20.960601,0.047638,20.960601,0.047638,0.0,49.285344,20.960601,0.047638,50.452172,0.002869,1.166828,6.6e-05,0.044986,0.595891,18023.0,17583.0,512.0,440.0,39.961364,0.0,40.328589,2,branch_B
92,83.448761,0.148222,33.330779,0.059202,33.330779,0.059202,0.0,50.117982,33.330779,0.059202,51.580054,0.002387,1.462072,6.8e-05,0.056605,0.295436,22169.0,21606.0,512.0,563.0,38.376554,0.0,40.624026,2,branch_B
93,78.456112,0.175125,27.157879,0.06062,27.157879,0.06062,0.0,51.298232,27.157879,0.06062,53.528808,0.001798,2.230575,7.5e-05,0.055641,0.239842,30225.0,29777.0,512.0,448.0,66.466518,0.0,40.863868,2,branch_B
94,55.625224,1.589292,2.324268,0.066408,2.324268,0.066408,0.0,53.300955,2.324268,0.066408,54.505756,0.003034,1.2048,6.7e-05,0.031985,0.179419,18000.0,17965.0,512.0,35.0,513.285714,0.0,41.043287,2,branch_B
95,95.678731,0.140086,41.710379,0.061069,41.710379,0.061069,0.0,53.968352,41.710379,0.061069,63.300552,0.000765,9.3322,0.000113,0.047406,0.497508,83471.0,82788.0,512.0,683.0,121.212299,0.0,41.540795,2,branch_B
96,93.212899,0.161268,30.223734,0.05229,30.223734,0.05229,0.0,62.989165,30.223734,0.05229,64.968232,0.002446,1.979067,7.5e-05,0.048866,0.224562,27135.0,26557.0,512.0,578.0,45.946367,0.0,41.765356,2,branch_B
97,105.771759,0.182365,40.895981,0.07051,40.895981,0.07051,0.0,64.875778,40.895981,0.07051,81.820219,0.000675,16.944441,0.00014,0.041296,0.045866,121725.0,121145.0,512.0,580.0,208.87069,0.0,41.811222,2,branch_B
98,103.800849,0.201947,22.159397,0.043112,22.159397,0.043112,0.0,81.641452,22.159397,0.043112,81.839569,0.044624,0.198117,0.000108,0.042726,0.062785,2348.0,1834.0,512.0,514.0,3.568093,0.0,41.874007,2,branch_B
99,88.949257,0.335658,8.63773,0.032595,8.63773,0.032595,0.0,80.311527,8.63773,0.032595,80.3931,0.056298,0.081573,5.7e-05,0.032287,1.5,1693.0,1428.0,512.0,265.0,5.388679,0.0,43.374007,2,branch_B
100,104.719217,0.170831,25.549421,0.041679,25.549421,0.041679,0.0,79.169796,25.549421,0.041679,79.363291,0.023363,0.193495,5.7e-05,0.041364,1.196149,4010.0,3397.0,512.0,613.0,5.541599,0.0,44.570156,2,branch_B
101,103.97945,0.175345,25.246947,0.042575,25.246947,0.042575,0.0,78.732503,25.246947,0.042575,79.275476,0.008682,0.542972,5.9e-05,0.041659,0.601499,9724.0,9131.0,512.0,593.0,15.397976,0.0,45.171655,2,branch_B
102,80.112124,2.584262,1.024852,0.03306,1.024852,0.03306,0.0,79.087272,1.024852,0.03306,79.202409,0.035342,0.115137,5.1e-05,0.029346,0.154535,2272.0,2241.0,512.0,31.0,72.290323,0.0,45.32619,2,branch_B
103,99.619973,0.196102,21.945431,0.0432,21.945431,0.0432,0.0,77.674542,21.945431,0.0432,77.838011,0.026476,0.163469,5.6e-05,0.042878,1.5,3448.0,2940.0,512.0,508.0,5.787402,0.0,46.82619,2,branch_B
104,91.826185,0.246183,14.770753,0.0396,14.770753,0.0396,0.0,77.055432,14.770753,0.0396,77.804211,0.006463,0.748779,6.2e-05,0.037592,0.754233,12412.0,12039.0,512.0,373.0,32.276139,0.0,47.580423,2,branch_B
105,98.968288,0.195977,21.830702,0.043229,21.830702,0.043229,0.0,77.137586,21.830702,0.043229,77.226931,0.048297,0.089345,5.6e-05,0.043052,0.63096,2104.0,1599.0,512.0,505.0,3.166337,0.0,48.211383,2,branch_B
106,104.456048,0.168206,27.554585,0.044371,27.554585,0.044371,0.0,76.901463,27.554585,0.044371,77.065158,0.026538,0.163695,5.6e-05,0.044108,0.298338,3525.0,2904.0,512.0,621.0,4.676329,0.0,48.509721,2,branch_B
107,100.391474,0.189776,23.513769,0.044449,23.513769,0.044449,0.0,76.877705,23.513769,0.044449,77.650198,0.006206,0.772493,6.2e-05,0.042989,0.158893,13041.0,12512.0,512.0,529.0,23.652174,0.0,48.668614,2,branch_B
108,78.982335,4.64602,1.41866,0.083451,1.41866,0.083451,0.0,77.563675,1.41866,0.083451,78.491596,0.005583,0.927921,6.6e-05,0.028867,0.050679,14075.0,14058.0,512.0,17.0,826.941176,0.0,48.719293,2,branch_B
109,94.7518,0.26467,17.46277,0.048779,17.46277,0.048779,0.0,77.289031,17.46277,0.048779,78.215306,0.005508,0.926275,6.5e-05,0.046191,1.164477,14559.0,14201.0,512.0,358.0,39.667598,0.0,49.88377,2,branch_B
110,85.43529,0.469425,7.562314,0.041551,7.562314,0.041551,0.0,77.872976,7.562314,0.041551,79.029747,0.004655,1.156771,6.8e-05,0.035195,0.304197,17158.0,16976.0,512.0,182.0,93.274725,0.0,50.187968,2,branch_B
111,102.595315,0.221588,23.718696,0.051228,23.718696,0.051228,0.0,78.87662,23.718696,0.051228,80.586836,0.003456,1.710216,7.3e-05,0.047535,0.113051,23783.0,23320.0,512.0,463.0,50.367171,0.0,50.301019,2,branch_B
112,96.024704,0.313806,15.665472,0.051194,15.665472,0.051194,0.0,80.359232,15.665472,0.051194,80.927044,0.008993,0.567812,6.3e-05,0.049339,0.18261,9305.0,8999.0,512.0,306.0,29.408497,0.0,50.483629,2,branch_B
113,87.680818,0.548005,7.220638,0.045129,7.220638,0.045129,0.0,80.46018,7.220638,0.045129,81.085217,0.008326,0.625037,6.4e-05,0.041223,0.432822,9899.0,9739.0,512.0,160.0,60.86875,0.0,50.916451,2,branch_B
114,92.930184,0.407589,11.977297,0.052532,11.977297,0.052532,0.0,80.952887,11.977297,0.052532,81.217153,0.020068,0.264266,6.5e-05,0.051373,0.097262,4275.0,4047.0,512.0,228.0,17.75,0.0,51.013713,2,branch_B
115,91.707177,0.411243,11.495516,0.051549,11.495516,0.051549,0.0,80.211661,11.495516,0.051549,80.30846,0.046745,0.096799,5.6e-05,0.051115,0.971108,1941.0,1718.0,512.0,223.0,7.704036,0.0,51.984821,2,branch_B
116,92.979551,0.400774,13.413072,0.057815,13.413072,0.057815,0.0,79.566479,13.413072,0.057815,80.178264,0.008877,0.611785,6.8e-05,0.055178,0.710483,9264.0,9032.0,512.0,232.0,38.931034,0.0,52.695305,2,branch_B
117,102.966041,0.179383,23.460771,0.040872,23.460771,0.040872,0.0,79.505271,23.460771,0.040872,79.6038,0.056497,0.098529,7e-05,0.040701,0.635525,1983.0,1409.0,512.0,574.0,2.454704,0.0,53.330829,2,branch_B
118,103.518063,0.168049,24.228027,0.039331,24.228027,0.039331,0.0,79.290036,24.228027,0.039331,81.208333,0.003399,1.918297,8e-05,0.036217,0.282899,24507.0,23891.0,512.0,616.0,38.784091,0.0,53.613728,2,branch_B
119,91.5977,13.085386,10.930984,1.561569,10.930984,1.561569,0.0,80.666716,10.930984,1.561569,91.426229,0.001043,10.759513,0.000123,0.024496,0.493503,87691.0,87684.0,512.0,7.0,12526.285714,0.0,54.107231,2,branch_B
120,103.149029,0.208804,12.253008,0.024804,12.253008,0.024804,0.0,90.896021,12.253008,0.024804,91.274231,0.016081,0.37821,6.7e-05,0.024038,0.438653,6170.0,5676.0,512.0,494.0,11.489879,0.0,54.545884,2,branch_B
121,94.12638,1.0576,3.406404,0.038274,3.406404,0.038274,0.0,90.719977,3.406404,0.038274,91.094712,0.013876,0.374735,5.7e-05,0.034064,0.524692,6654.0,6565.0,512.0,89.0,73.764045,0.0,55.070576,2,branch_B
122,101.564976,0.300488,10.5457,0.0312,10.5457,0.0312,0.0,91.019276,10.5457,0.0312,92.038616,0.005765,1.019339,6.4e-05,0.028184,0.044112,16304.0,15966.0,512.0,338.0,47.236686,0.0,55.114688,2,branch_B
123,103.081431,0.257704,11.348907,0.028372,11.348907,0.028372,0.0,91.732523,11.348907,0.028372,98.746079,0.001408,7.013555,0.0001,0.010838,0.268762,70557.0,70157.0,512.0,400.0,175.3925,0.0,55.38345,2,branch_B
124,104.572801,0.184758,5.92377,0.010466,5.92377,0.010466,0.0,98.649031,5.92377,0.010466,99.505291,0.007266,0.85626,6.3e-05,0.008953,0.021252,14261.0,13695.0,512.0,566.0,24.196113,0.0,55.404702,2,branch_B
125,103.378426,0.226707,4.248617,0.009317,4.248617,0.009317,0.0,99.129809,4.248617,0.009317,99.266293,0.041241,0.136484,5.7e-05,0.009018,0.3406,2863.0,2407.0,512.0,456.0,5.278509,0.0,55.745303,2,branch_B
126,102.732839,0.259426,3.693001,0.009326,3.693001,0.009326,0.0,99.039838,3.693001,0.009326,99.116572,0.06985,0.076734,5.4e-05,0.009132,0.200135,1815.0,1419.0,512.0,396.0,3.583333,0.0,55.945438,2,branch_B
127,103.000403,0.234625,3.987476,0.009083,3.987476,0.009083,0.0,99.012927,3.987476,0.009083,99.074303,0.070365,0.061376,4.4e-05,0.008943,0.078049,1847.0,1408.0,512.0,439.0,3.207289,0.0,56.023487,2,branch_B
