cdf,attn_prefill,replica
0.8,0.5542886659055829,1
0.81,0.5885651399941544,1
0.8200000000000001,0.6375867049709361,1
0.8300000000000001,0.6770142190379053,1
0.84,0.7334027039711133,1
0.85,0.8269125475092783,1
0.86,0.8957860577179272,1
0.87,0.9703960396039605,1
0.88,1.0724570570514862,1
0.89,1.138776375464886,1
0.9,1.2839719141751909,1
0.91,1.4190131494921128,1
0.92,1.599939258530337,1
0.93,1.7682122335998653,1
0.9400000000000001,1.9154865538272188,1
0.9500000000000001,2.075027345797204,1
0.96,2.2478562834091176,1
0.97,2.4350801357370035,1
0.98,2.5344610207788154,1
0.99,2.745556169248641,1
1.0,2.9153377121207424,1
0.0,0.0,2
0.01,0.0,2
0.02,0.0,2
0.03,0.0,2
0.04,0.0,2
0.05,0.0,2
0.06,0.0,2
0.07,0.0,2
0.08,0.0,2
0.09,0.0,2
0.1,0.0,2
0.11,0.0,2
0.12,0.0,2
0.13,0.0,2
0.14,0.0,2
0.15,0.0,2
0.16,0.0,2
0.17,0.0,2
0.18,0.0,2
0.19,0.0,2
0.2,0.0,2
0.21,0.0,2
0.22,0.0,2
0.23,0.0,2
0.24,0.0,2
0.25,0.0,2
0.26,0.0,2
0.27,0.0,2
0.28,0.0,2
0.29,0.0,2
0.3,0.0,2
0.31,0.0,2
0.32,0.0,2
0.33,0.0,2
0.34,0.0,2
0.35000000000000003,0.0,2
0.36,0.0,2
0.37,0.0,2
0.38,0.0,2
0.39,0.0,2
0.4,0.0,2
0.41000000000000003,0.0,2
0.42,0.0,2
0.43,0.0,2
0.44,0.0,2
0.45,0.0,2
0.46,0.0,2
0.47000000000000003,0.0,2
0.48,0.0,2
0.49,0.0,2
0.5,0.0,2
0.51,0.0,2
0.52,0.0,2
0.53,0.0,2
0.54,0.0,2
0.55,0.0,2
0.56,0.0,2
0.5700000000000001,0.0,2
0.58,0.0,2
0.59,0.0,2
0.6,0.0,2
0.61,0.0,2
0.62,0.0,2
0.63,0.0,2
0.64,0.0,2
0.65,0.0,2
0.66,0.0,2
0.67,0.07652516222119272,2
0.68,0.09161780266507658,2
0.6900000000000001,0.10538604974443742,2
0.7000000000000001,0.11416364925575845,2
0.71,0.12617076565260657,2
0.72,0.14225771009851965,2
0.73,0.15721960816885347,2
0.74,0.18084643994195604,2
0.75,0.19202974332513717,2
0.76,0.2080238923159888,2
0.77,0.23454722188287072,2
0.78,0.24905131021792623,2
0.79,0.26979478304154936,2
0.8,0.2864785336916676,2
0.81,0.29817034202517106,2
0.8200000000000001,0.3230049368771212,2
0.8300000000000001,0.342979132689444,2
0.84,0.3499080040569076,2
0.85,0.3790518265349804,2
0.86,0.3945217510951265,2
0.87,0.41891845160621616,2
0.88,0.4448238116377901,2
0.89,0.4818731676116051,2
0.9,0.5220083628371914,2
0.91,0.5654864167319583,2
0.92,0.600455344842521,2
0.93,0.6504672444652985,2
0.9400000000000001,0.7046446330380239,2
0.9500000000000001,0.7633344539546298,2
0.96,0.8269125475092783,2
0.97,0.8957860577179272,2
0.98,0.9703960396039605,2
0.99,1.1162263482279575,2
1.0,1.2585467277558802,2
0.0,0.0,3
0.01,0.0,3
0.02,0.0,3
0.03,0.0,3
0.04,0.0,3
0.05,0.0,3
0.06,0.0,3
0.07,0.0,3
0.08,0.0,3
0.09,0.0,3
0.1,0.0,3
0.11,0.0,3
0.12,0.0,3
0.13,0.0,3
0.14,0.0,3
0.15,0.0,3
0.16,0.0,3
0.17,0.0,3
0.18,0.0,3
0.19,0.0,3
0.2,0.0,3
0.21,0.0,3
0.22,0.0,3
0.23,0.0,3
0.24,0.0,3
0.25,0.0,3
0.26,0.0,3
0.27,0.0,3
0.28,0.0,3
0.29,0.0,3
0.3,0.0,3
0.31,0.0,3
0.32,0.0,3
0.33,0.0,3
0.34,0.0,3
0.35000000000000003,0.0,3
0.36,0.0,3
0.37,0.0,3
0.38,0.0,3
0.39,0.0,3
0.4,0.0,3
0.41000000000000003,0.0,3
0.42,0.0,3
0.43,0.0,3
0.44,0.0,3
0.45,0.0,3
0.46,0.0,3
0.47000000000000003,0.07652516222119272,3
0.48,0.08980358875091662,3
0.49,0.0972833257620909,3
0.5,0.10751506085038566,3
0.51,0.12122337752781072,3
0.52,0.13667952325022947,3
0.53,0.15105473773776426,3
0.54,0.17031442251268322,3
0.55,0.1844999033751269,3
0.56,0.19986689232320423,3
0.5700000000000001,0.21222639519105924,3
0.58,0.22990272243964557,3
0.59,0.23928554959767623,3
0.6,0.2592156326429002,3
0.61,0.26979478304154936,3
0.62,0.2864785336916676,3
0.63,0.29817034202517106,3
0.64,0.3230049368771212,3
0.65,0.32953028913726506,3
0.66,0.3499080040569076,3
0.67,0.35697685262371376,3
0.68,0.3790518265349804,3
0.6900000000000001,0.3945217510951265,3
0.7000000000000001,0.41891845160621616,3
0.71,0.4273814506285639,3
0.72,0.45381015126683644,3
0.73,0.46297803311061086,3
0.74,0.4818731676116051,3
0.75,0.5015394534033245,3
0.76,0.5325539863288519,3
0.77,0.5654864167319583,3
0.78,0.600455344842521,3
0.79,0.6375867049709361,3
0.8,0.6770142190379053,3
0.81,0.7334027039711133,3
0.8200000000000001,0.7633344539546298,3
0.8300000000000001,0.8105380416180054,3
0.84,0.8606606363781397,3
0.85,0.8957860577179272,3
0.86,0.951180276443486,3
0.87,1.0304040404040404,3
0.88,1.0941228561838394,3
0.89,1.138776375464886,3
0.9,1.2091967923473563,3
0.91,1.3099107407241846,3
0.92,1.363371030111969,3
0.93,1.4190131494921128,3
0.9400000000000001,1.5067630358630413,3
0.9500000000000001,1.5682572930148848,3
0.96,1.632261263753172,3
0.97,1.6988773749154278,3
0.98,1.8403767977708627,3
0.99,1.993661701417351,3
1.0,2.116947090156744,3
0.0,0.0,4
0.01,0.0,4
0.02,0.0,4
0.03,0.0,4
0.04,0.0,4
0.05,0.0,4
0.06,0.0,4
0.07,0.0,4
0.08,0.0,4
0.09,0.0,4
0.1,0.0,4
0.11,0.0,4
0.12,0.0,4
0.13,0.0,4
0.14,0.0,4
0.15,0.0,4
0.16,0.0,4
0.17,0.0,4
0.18,0.0,4
0.19,0.0,4
0.2,0.0,4
0.21,0.0,4
0.22,0.0,4
0.23,0.0,4
0.24,0.0,4
0.25,0.0,4
0.26,0.0,4
0.27,0.0,4
0.28,0.0,4
0.29,0.0,4
0.3,0.0,4
0.31,0.0,4
0.32,0.0,4
0.33,0.0,4
0.34,0.0,4
0.35000000000000003,0.0,4
0.36,0.0,4
0.37,0.0,4
0.38,0.0,4
0.39,0.0,4
0.4,0.0,4
0.41000000000000003,0.0,4
0.42,0.0,4
0.43,0.0,4
0.44,0.0,4
0.45,0.0,4
0.46,0.0,4
0.47000000000000003,0.0,4
0.48,0.0,4
0.49,0.0,4
0.5,0.0,4
0.51,0.0,4
0.52,0.0,4
0.53,0.0,4
0.54,0.0,4
0.55,0.0,4
0.56,0.0,4
0.5700000000000001,0.0,4
0.58,0.0,4
0.59,0.0,4
0.6,0.0,4
0.61,0.0,4
0.62,0.0,4
0.63,0.0,4
0.64,0.0,4
0.65,0.0,4
0.66,0.0,4
0.67,0.0,4
0.68,0.0,4
0.6900000000000001,0.0,4
0.7000000000000001,0.0,4
0.71,0.0,4
0.72,0.0,4
0.73,0.0,4
0.74,0.0,4
0.75,0.0,4
0.76,0.0,4
0.77,0.0,4
0.78,0.07500981247423841,4
0.79,0.09161780266507658,4
0.8,0.09346866736538112,4
0.81,0.10751506085038566,4
0.8200000000000001,0.12122337752781072,4
0.8300000000000001,0.13667952325022947,4
0.84,0.14806355481226394,4
0.85,0.1669418596906499,4
0.86,0.18084643994195604,4
0.87,0.19590913207918037,4
0.88,0.2080238923159888,4
0.89,0.22535019328242487,4
0.9,0.24905131021792623,4
0.91,0.2592156326429002,4
0.92,0.26979478304154936,4
0.93,0.29817034202517106,4
0.9400000000000001,0.3166087995132178,4
0.9500000000000001,0.3499080040569076,4
0.96,0.3790518265349804,4
0.97,0.41891845160621616,4
0.98,0.4818731676116051,4
0.99,0.5769103847467454,4
1.0,0.7188798781499032,4
0.0,0.0,5
0.01,0.0,5
0.02,0.0,5
0.03,0.0,5
0.04,0.0,5
0.05,0.0,5
0.06,0.0,5
0.07,0.0,5
0.08,0.0,5
0.09,0.0,5
0.1,0.0,5
0.11,0.0,5
0.12,0.0,5
0.13,0.0,5
0.14,0.0,5
0.15,0.0,5
0.16,0.0,5
0.17,0.0,5
0.18,0.0,5
0.19,0.0,5
0.2,0.0,5
0.21,0.0,5
0.22,0.0,5
0.23,0.0,5
0.24,0.0,5
0.25,0.0,5
0.26,0.0,5
0.27,0.0,5
0.28,0.0,5
0.29,0.0,5
0.3,0.0,5
0.31,0.0,5
0.32,0.0,5
0.33,0.0,5
0.34,0.0,5
0.35000000000000003,0.0,5
0.36,0.0,5
0.37,0.0,5
0.38,0.0,5
0.39,0.0,5
0.4,0.0,5
0.41000000000000003,0.0,5
0.42,0.0,5
0.43,0.0,5
0.44,0.0,5
0.45,0.0,5
0.46,0.0,5
0.47000000000000003,0.0,5
0.48,0.0,5
0.49,0.0,5
0.5,0.0,5
0.51,0.0,5
0.52,0.0,5
0.53,0.0,5
0.54,0.0,5
0.55,0.0,5
0.56,0.0,5
0.5700000000000001,0.0,5
0.58,0.0,5
0.59,0.0,5
0.6,0.0,5
0.61,0.0,5
0.62,0.0,5
0.63,0.0,5
0.64,0.0,5
0.65,0.0,5
0.66,0.0,5
0.67,0.0,5
0.68,0.0,5
0.6900000000000001,0.0,5
0.7000000000000001,0.0,5
0.71,0.0,5
0.72,0.0,5
0.73,0.0,5
0.74,0.0,5
0.75,0.0,5
0.76,0.0,5
0.77,0.07652516222119272,5
0.78,0.09161780266507658,5
0.79,0.10538604974443742,5
0.8,0.11882291460646792,5
0.81,0.13667952325022947,5
0.8200000000000001,0.14806355481226394,5
0.8300000000000001,0.17031442251268322,5
0.84,0.19202974332513717,5
0.85,0.2080238923159888,5
0.86,0.22088781321742634,5
0.87,0.23928554959767623,5
0.88,0.2592156326429002,5
0.89,0.26979478304154936,5
0.9,0.2922659788167518,5
0.91,0.3166087995132178,5
0.92,0.32953028913726506,5
0.93,0.35697685262371376,5
0.9400000000000001,0.3945217510951265,5
0.9500000000000001,0.4273814506285639,5
0.96,0.472331124688603,5
0.97,0.5116715635730885,5
0.98,0.5654864167319583,5
0.99,0.6375867049709361,5
1.0,0.794487783368144,5
0.0,0.0,6
0.01,0.0,6
0.02,0.0,6
0.03,0.0,6
0.04,0.0,6
0.05,0.0,6
0.06,0.0,6
0.07,0.0,6
0.08,0.0,6
0.09,0.0,6
0.1,0.0,6
0.11,0.0,6
0.12,0.0,6
0.13,0.0,6
0.14,0.0,6
0.15,0.0,6
0.16,0.0,6
0.17,0.0,6
0.18,0.0,6
0.19,0.0,6
0.2,0.0,6
0.21,0.0,6
0.22,0.0,6
0.23,0.0,6
0.24,0.0,6
0.25,0.0,6
0.26,0.0,6
0.27,0.0,6
0.28,0.0,6
0.29,0.0,6
0.3,0.0,6
0.31,0.0,6
0.32,0.0,6
0.33,0.0,6
0.34,0.0,6
0.35000000000000003,0.0,6
0.36,0.0,6
0.37,0.0,6
0.38,0.0,6
0.39,0.0,6
0.4,0.0,6
0.41000000000000003,0.0,6
0.42,0.0,6
0.43,0.0,6
0.44,0.0,6
0.45,0.0,6
0.46,0.0,6
0.47000000000000003,0.0,6
0.48,0.0,6
0.49,0.0,6
0.5,0.0,6
0.51,0.0,6
0.52,0.0,6
0.53,0.0,6
0.54,0.0,6
0.55,0.0,6
0.56,0.0,6
0.5700000000000001,0.0,6
0.58,0.0,6
0.59,0.0,6
0.6,0.0,6
0.61,0.0,6
0.62,0.0,6
0.63,0.0,6
0.64,0.0,6
0.65,0.0,6
0.66,0.0,6
0.67,0.0,6
0.68,0.0,6
0.6900000000000001,0.0,6
0.7000000000000001,0.0,6
0.71,0.0,6
0.72,0.0,6
0.73,0.07500981247423841,6
0.74,0.09161780266507658,6
0.75,0.10538604974443742,6
0.76,0.11190298293386225,6
0.77,0.1313200673831486,6
0.78,0.14513160323182306,6
0.79,0.15721960816885347,6
0.8,0.17031442251268322,6
0.81,0.19202974332513717,6
0.8200000000000001,0.2080238923159888,6
0.8300000000000001,0.22088781321742634,6
0.84,0.23454722188287072,6
0.85,0.2540826498182884,6
0.86,0.2752451826989545,6
0.87,0.29817034202517106,6
0.88,0.3166087995132178,6
0.89,0.342979132689444,6
0.9,0.35697685262371376,6
0.91,0.38670943919225276,6
0.92,0.4024918874808866,6
0.93,0.4273814506285639,6
0.9400000000000001,0.45381015126683644,6
0.9500000000000001,0.4818731676116051,6
0.96,0.5220083628371914,6
0.97,0.5769103847467454,6
0.98,0.624961225664581,6
0.99,0.748218920212954,6
1.0,0.9138827457526327,6
0.0,0.0,7
0.01,0.0,7
0.02,0.0,7
0.03,0.0,7
0.04,0.0,7
0.05,0.0,7
0.06,0.0,7
0.07,0.0,7
0.08,0.0,7
0.09,0.0,7
0.1,0.0,7
0.11,0.0,7
0.12,0.0,7
0.13,0.0,7
0.14,0.0,7
0.15,0.0,7
0.16,0.0,7
0.17,0.0,7
0.18,0.0,7
0.19,0.0,7
0.2,0.0,7
0.21,0.0,7
0.22,0.0,7
0.23,0.0,7
0.24,0.0,7
0.25,0.0,7
0.26,0.0,7
0.27,0.0,7
0.28,0.0,7
0.29,0.0,7
0.3,0.0,7
0.31,0.0,7
0.32,0.0,7
0.33,0.0,7
0.34,0.0,7
0.35000000000000003,0.0,7
0.36,0.0,7
0.37,0.0,7
0.38,0.0,7
0.39,0.0,7
0.4,0.0,7
0.41000000000000003,0.0,7
0.42,0.0,7
0.43,0.0,7
0.44,0.0,7
0.45,0.0,7
0.46,0.0,7
0.47000000000000003,0.0,7
0.48,0.0,7
0.49,0.0,7
0.5,0.07500981247423841,7
0.51,0.08980358875091662,7
0.52,0.10538604974443742,7
0.53,0.11882291460646792,7
0.54,0.13667952325022947,7
0.55,0.15105473773776426,7
0.56,0.17031442251268322,7
0.5700000000000001,0.19202974332513717,7
0.58,0.2080238923159888,7
0.59,0.22535019328242487,7
0.6,0.24905131021792623,7
0.61,0.2592156326429002,7
0.62,0.2808056914403474,7
0.63,0.29817034202517106,7
0.64,0.31033931833473827,7
0.65,0.32953028913726506,7
0.66,0.342979132689444,7
0.67,0.3641885062120716,7
0.68,0.38670943919225276,7
0.6900000000000001,0.4106230367229248,7
0.7000000000000001,0.4273814506285639,7
0.71,0.45381015126683644,7
0.72,0.4818731676116051,7
0.73,0.5015394534033245,7
0.74,0.5325539863288519,7
0.75,0.5654864167319583,7
0.76,0.5885651399941544,7
0.77,0.6125857558494407,7
0.78,0.6375867049709361,7
0.79,0.6770142190379053,7
0.8,0.7046446330380239,7
0.81,0.7334027039711133,7
0.8200000000000001,0.7787553520143193,7
0.8300000000000001,0.8269125475092783,7
0.84,0.8957860577179272,7
0.85,0.951180276443486,7
0.86,0.9900000000000001,7
0.87,1.0512202836445261,7
0.88,1.1162263482279575,7
0.89,1.1852523014097849,7
0.9,1.2839719141751909,7
0.91,1.336373583971138,7
0.92,1.4190131494921128,7
0.93,1.5067630358630413,7
0.9400000000000001,1.599939258530337,7
0.9500000000000001,1.6652362387784885,7
0.96,1.7331981299642243,7
0.97,1.8403767977708627,7
0.98,1.9154865538272188,7
0.99,1.993661701417351,7
1.0,2.116947090156744,7
